col,weight,gain,cover
f5,358,900.3672668994408,135866.39172784914
f15,218,310.8658203325686,122580.97050972482
f21,187,253.7834297165775,2808.5175961497325
f3,468,158.21809033076926,46222.56162775633
f39,233,140.72316933905572,25232.713761630916
f25,233,132.55138403433483,4419.0702866523625
f17,245,109.9536074816328,2497.2483306122463
f11,356,79.02955574157305,59948.66134514041
f47,155,77.13710485806457,4022.8337542580653
f6,340,77.06626208470585,25976.63419988237
f64,169,57.07726272189349,3836.5049567455612
f12,372,56.091503137096744,4161.319246532256
f30,186,51.64804929569893,2718.081897956989
f4,337,45.37187638575669,2702.9810268842716
f8,104,44.15691263461538,70773.39129788463
f29,119,40.715042621848724,2649.125465966387
f22,177,36.02531073446327,3971.3583901694933
f26,203,35.95184694581281,4012.905857044336
f19,161,33.80490521739134,2810.2033794409945
f0,440,33.084293813636386,2527.067437272724
f27,119,29.626205378151255,2923.473515126052
f9,135,26.274408245185178,3417.8013535555547
f50,170,26.15781089411767,3070.397678882352
f23,129,26.093824519379858,2993.6637682945734
f28,190,26.069386064736822,3656.46834573684
f41,128,24.164249593749975,2999.988998671876
f35,146,22.752202808219163,3256.4116963698643
f37,90,22.40577711111112,2682.1340678888882
f45,144,21.849911208333324,2714.866687291665
f32,189,21.796026216931192,3571.320339735448
f10,178,19.94073533651687,4446.405038258427
f57,109,19.594576275229354,4485.860044678901
f52,145,19.590719565517233,3461.194622827586
f53,104,19.31904075,2406.0278820192298
f13,199,18.77639746733667,3005.699869246232
f61,146,17.93686636986302,2446.409156027395
f51,135,17.67189755555555,2163.546497925926
f63,138,17.297531231884047,5454.6995744202895
f24,167,16.73001131137725,2728.165465089822
f48,159,16.327024371069186,2706.0096519496856
f7,78,15.814646538461547,3384.151324102564
f1,394,15.63696016497461,1787.6893984771568
f59,89,15.39215876404495,3644.638017640451
f18,146,15.052100821917813,2822.1014115068483
f44,134,14.887590910447752,2841.470543955225
f36,126,14.687869603174605,2824.0036055555533
f2,474,14.685639567510535,2828.8474222573846
f34,93,14.652202903225803,2446.9484681720432
f31,158,14.600357202531656,3379.0674869620257
f46,137,14.437152554744522,2922.3099234306565
f43,89,14.362708988764036,2188.257269550562
f14,132,13.971711477272729,2224.9354600757583
f38,116,13.08817973275862,1710.0886489655168
f58,119,13.046757872268905,3065.9518776470586
f60,101,12.895192930693064,2531.3452197029706
f55,82,12.572262280487804,3154.826413292683
f49,126,12.562008571428562,2433.4698446031744
f54,94,12.226030638297875,2274.792808510638
f40,132,12.18764132575757,3118.64451371212
f33,131,12.091034122137401,2066.29255610687
f56,93,11.572720322580642,1940.7634570967748
f20,162,11.45226264197531,1477.6543727160492
f62,151,11.246349105960267,2699.1142640397347
f42,103,10.896638058252432,1695.318716796117
f16,212,10.77655450471698,2237.1982776886784
