col,weight,gain,cover
f59,315,2057.5730308158745,218355.69375053947
f29,194,528.5074717684538,6518.495102113398
f72,101,447.22686990099027,14965.141071881186
f61,207,388.9944838647343,222337.83387884055
f48,448,361.00012091517857,142661.82612959837
f88,658,288.52661167933115,58899.437702948235
f60,36,192.37019555555554,3961.903542777778
f70,286,181.41787118881095,110937.70937968543
f98,204,168.58192681372543,9630.064377058827
f75,385,165.20370715324685,39853.6207211948
f22,38,152.33763605263164,19602.395836842104
f99,66,146.57851378787882,15640.123390909086
f93,57,115.09708982456141,6772.009483684212
f55,589,102.93142114770804,7038.485613955851
f62,491,102.43046871690426,16604.342901303487
f65,89,99.1426982022472,14138.126234831461
f63,82,93.84332365853659,7308.74058646342
f26,401,92.34561844389022,6995.126554588524
f32,255,87.5596487035294,7826.127272705886
f67,192,86.0067857499999,7343.029697395831
f66,303,82.3896561056106,25895.619141617157
f94,76,76.47648539473684,5761.537759342105
f24,127,75.07376621653542,209012.23314259836
f36,300,56.722931243333306,57589.72383759998
f91,260,54.020664489230825,40878.025540423085
f34,282,53.468647861702124,6959.35568471631
f96,159,50.818280691823915,13946.449141257866
f8,444,49.628843752252166,6882.131932184687
f37,315,43.118455565079365,9295.788516031747
f49,540,41.14349373518513,6878.039645500004
f64,171,39.341246900584785,11570.77863327485
f97,246,37.73079434959347,8900.69665036585
f90,462,36.73568879004323,7876.467499069266
f68,271,36.66388789667901,8032.602403210331
f82,760,35.793120823684205,7529.812837973682
f81,1155,34.78481991220785,6234.849983367972
f18,391,31.295780184143254,8724.791158491049
f31,283,30.467833442402835,16704.2489514841
f30,142,29.974577394366207,6849.922038521125
f28,348,29.40951591379307,59225.67232318956
f83,373,27.190071702412904,6755.487685817699
f40,229,27.041394017467265,7152.469274017466
f9,212,25.515061943396216,5193.909636650939
f42,404,25.36219868564364,7703.427616732669
f21,372,24.593555846774205,19635.78111709676
f7,353,24.049824951841373,12256.124060623226
f11,314,23.475349350318453,8615.1109872293
f27,438,22.560724965753415,8954.439640570765
f16,348,21.83676571551725,6837.674444166669
f95,159,21.682656163522,12126.766159874214
f39,331,21.06166682477341,23083.60221290031
f92,315,20.82759371428571,10177.332023301578
f85,378,20.59331234391535,4922.828925740742
f0,344,20.495334129651155,8911.781624418607
f12,258,20.44115850000001,10009.993609224803
f23,169,20.20210159763315,8384.108678757397
f69,451,19.763244833702892,9007.010372838133
f1,305,18.803118990163927,5499.474897836068
f38,406,18.700483820197043,7439.784493497534
f44,547,17.915027071298002,5797.339719999999
f71,422,17.360617345971587,7940.158961066349
f43,413,17.184649815980638,8154.966179903139
f14,351,16.607965759829067,5581.940446125356
f25,490,16.20841356122448,8506.373745877549
f5,467,15.43399217130621,7248.435010877947
f35,386,15.373577588082902,11104.288230803115
f84,351,15.053896358974372,4451.57731202279
f20,495,15.012744179797988,6725.3690071313085
f87,462,14.570693405411257,4888.656380367967
f89,437,14.537250594965684,6806.284537963384
f10,409,14.514084711491432,10123.730530097799
f46,322,14.319401180124222,7255.754894223601
f80,1163,14.317793033533947,8030.556528830606
f19,392,13.762979596938786,8543.090515790818
f79,1165,13.688652561545071,7087.981251802577
f52,423,13.680511288416074,6566.1907031914825
f13,344,13.229011334302323,5108.765656453487
f2,361,13.133928678670348,5931.5191147368405
f47,301,12.388394574750835,6383.7060149833915
f54,244,12.331567020491809,6017.111056926234
f33,345,12.261117808405794,7035.37291628985
f3,403,12.007822307692305,6759.204025856071
f73,286,11.903954499999989,6373.623772622376
f74,412,11.70185841262136,6117.093741213597
f6,604,11.689750589403967,6224.612437549673
f45,458,11.538580631004361,5439.48963917031
f78,281,11.456680640569388,6634.077429928822
f57,262,11.454128877862598,5897.233299503816
f15,386,11.271974619170988,6352.224825492226
f50,431,11.182980345707671,6820.249807331782
f56,478,11.121741679916317,5953.466988702931
f17,540,10.688506531481474,6080.0744392963015
f4,415,10.679278139759031,8055.351235662654
f51,346,10.637376898843927,4987.238716242778
f86,635,10.424190132283476,5351.394949385827
f53,424,10.245228306603767,5552.250811297167
f77,435,10.212552326436771,6053.300239655169
f76,391,10.083070647058825,4756.7872941687965
f41,547,9.749917549177336,4870.840246855574
f58,475,9.63480721052632,5550.607327221049
