col,weight,gain,cover
app-device_count,1336.0,487.6930538038028,88617.69425948356
ip-device_count,1151.0,279.7069076318451,94540.8863742918
app-channel_count,934.6666666666666,267.4292610925068,42151.52961698581
ip-os_count,763.6666666666666,137.9850957127502,29528.928299186882
device-channel_count,1136.3333333333333,99.00978617128435,22936.781451321298
ip-app_count,739.3333333333334,68.82531611449662,10503.429909117947
device-os_count,856.6666666666666,63.907677429318845,7465.114751026605
ip-channel_count,738.0,51.28634828489832,7012.5073873875235
app-device-channel_count,694.6666666666666,43.74077097916997,7759.8535850346225
app-os_count,629.3333333333334,40.46667746764577,8037.920935909573
device-os-channel_count,539.6666666666666,31.41140982494976,6493.265351273389
app-device-os_count,568.0,24.0873085207069,6710.874237881515
ip-device-os_count,586.6666666666666,21.588722255543257,5920.460271906954
os-channel_count,653.0,16.86946959091523,8518.988218792198
app-device-os-channel_count,582.3333333333334,16.526434509210116,5960.9650509790945
ip-device-channel_count,473.6666666666667,14.41025968700106,7985.009116505054
app-os-channel_count,579.0,14.358953897817587,6534.7738215917625
ip-app-device-channel_count,409.6666666666667,12.286324411828192,7046.136800901702
hour,1214.3333333333333,11.532637935572216,5153.730329139133
ip-app-device-os_count,535.3333333333334,11.22601085237347,7719.222732839847
ip-app-os_count,435.0,10.700367264074947,6511.196235685256
timestamp,1187.6666666666667,10.665911024592814,6216.84833582929
ip-app-os-channel_count,497.6666666666667,10.460052920943616,8496.139121702481
ip-device-os-channel_count,435.0,10.193636205880736,7276.3243672823
ip-app-device_count,547.6666666666666,9.771632376191748,6636.910416660736
ip-os-channel_count,379.0,9.511083246900448,7252.770869369683
ip-app-channel_count,455.3333333333333,8.620283152627175,6555.001086314621
