col,weight,gain,cover
channel_binary_8,9.0,21.05307885555556,537.3966795555555
app_timemin,5.4,20.337365228571432,479.16266995238095
app_mean,5.2,19.87086785714286,299.9144911428571
app-device_max,5.4,19.449838276190476,7319.0276450476185
device_timemean,11.4,19.267958966899766,43181.641728652685
app-device-channel_count,12.8,19.256586676594427,200.69307491795666
ip-app-device-os-channel_timestd,19.0,18.858435306130268,318.544091314751
device-os_max,5.2,18.703341885714284,263.9885514761905
device-os_timemean,20.2,18.38445580024277,40376.50551233092
channel_binary_7,4.0,17.3198949,101.49076323333334
app-device-channel_mean,2.6,17.0907485,358.67044966666674
os_count,4.2,17.061848609166667,361.8384698666667
same_ip-app-device-os-channel_diff,83.8,16.923064183228192,362.0482715562792
channel_max,25.6,16.135542523265624,5439.92915272918
ip_timemin,29.4,16.0721315225,2944.2048447416664
channel_binary_2,1.8,15.971547000000001,139.410744
ip-device-channel_count,14.6,15.666747665181225,360.2751466963756
ip-app-os-channel_count,17.6,15.482917476691728,580.4402300601504
app_binary_8,14.6,15.480833388637503,597.2896134429361
app-channel_timemean,17.0,15.464208206845786,452.5284422819286
channel_count,17.6,15.44285361255981,13788.18666612919
app-device-channel_std,3.4,15.176668214285712,179.0034181190476
ip_timemax,41.4,15.170787020581113,5026.76725427046
device-os-channel_timemean,14.4,15.169944891666665,412.97102889999996
ip-channel_count,18.6,15.107455161148327,338.46424886373205
ip-app-channel_count,9.6,15.008304438095234,562.5322394142856
ip-device-os-channel_timestd,15.0,14.849389212092353,351.90659744891775
app-channel_count,19.0,14.797724396284831,381.31988141919504
device-channel_timemean,15.0,14.464496242879255,315.2135196627968
ip-app-device-os_count,16.2,14.397216775762937,435.9773924319623
ip-device-os-channel_mean,3.8,13.990865,247.59057441666664
app-os_count,5.2,13.901674766666668,214.6063362666667
ip-app-os_count,16.0,13.770476139566824,375.60154588476735
ip-app-device-os_timemean,11.6,13.733594722807018,230.1900439570176
ip-app_timemin,13.6,13.498988160408434,649.7610763910219
app-device_timemin,7.0,13.457235123809525,931.7049204952382
device_binary_4,3.6,13.454656019047619,1031.3825464761906
ip-channel_std,12.2,13.399704588041956,339.8829416524476
device-os_timestd,21.8,13.315639789492755,594.3453980498189
device-os-channel_timestd,19.0,13.300150491631353,336.41135039709957
ip-app-os-channel_timestd,11.8,13.2525486605042,283.2286149478992
ip-app-os-channel_std,5.0,13.088338516666663,280.64797725
ip-device-os-channel_std,6.8,13.048517800000003,328.054533
app-device_timestd,10.0,13.010039352380952,284.30188452380946
app-os-channel_mean,6.6,12.968407546031745,387.6462073015873
app-device-os_count,16.4,12.6817359096908,230.3845297750754
device-os-channel_count,8.2,12.681360245310243,230.5570348190476
os-channel_std,11.2,12.319176790459542,265.7365429057413
ip-device-os-channel_count,10.4,12.317133136752137,404.0763457726496
ip-os_std,10.2,12.315361935314685,14465.44192205536
app-device-channel_timemean,10.6,12.158004611688312,499.3365478619047
os_timestd,18.6,12.13005409750661,13466.798284413326
os-channel_mean,8.4,12.082227187423687,289.55952343724056
ip-app-device-os-channel_count,16.6,12.047103793253967,688.1247601031746
timestamp,46.4,12.013584959124582,473.4692341521045
app-os_std,3.2,11.819903266666667,208.48947733333335
ip-app-os_timemin,8.2,11.643582931349206,331.92989612499997
app-os_timemean,19.6,11.63376059075369,978.3487783902098
ip-os-channel_count,9.8,11.591365011111112,349.36547122222225
ip-app-os_timestd,12.8,11.56794484972431,364.60399729724315
ip-app-device_timemax,8.8,11.412386023809523,169.16066356666664
device-os-channel_mean,8.2,11.349915458152958,204.80515962265508
device-os-channel_std,13.0,11.316499610369506,295.8335651469181
app-channel_timestd,11.0,11.31123791932773,395.7272563813025
app-device_timemean,11.4,11.215946868498168,455.1206367067155
ip-app-device_timestd,14.8,11.180160438492063,205.05290153968252
app-device-os_std,10.4,11.170056299450547,229.70952125824175
ip-app-os_std,7.0,11.143842873076924,196.07202252307692
ip-device-channel_std,5.4,11.133451416666666,267.366754
channel_timemean,12.8,11.113447618137254,404.73712280770314
app-device-os_max,6.4,11.09131499,165.5003273
ip_binary_11,2.8,11.084330733333335,168.49277453333335
ip_max,22.0,11.016310992657713,184.48868653378105
ip-app-device-os-channel_timemean,12.4,11.01550165887446,230.76455601385283
ip-app-channel_std,7.6,11.004073876923076,442.9457383487179
ip-app-device_count,13.2,10.999607977972028,305.45337521165504
