col,weight,gain,cover
app_count,220.66666666666666,1361.4641359131472,220317.3392161359
app-device_count,93.0,567.7537194939073,28365.907895636657
ip-device_count,164.0,354.8340156225701,120225.94662576327
ip-device-os_count,133.66666666666666,244.5474331917394,36206.86290747908
ip_count,354.3333333333333,233.08551516637496,61639.00196736542
app-channel_count,177.66666666666666,184.47101602260116,5167.529663505705
ip-os_count,163.33333333333334,174.07196227766053,2630.82879308837
channel_timemax,36.666666666666664,171.73025572113022,7595.8370477893795
device_timemean,39.666666666666664,148.60944300523047,250731.99582253885
app_timemean,125.0,144.23666252974567,6674.090281072505
os-channel_timemean,113.0,126.37653397926005,2994.5530081381476
channel_timestd,179.0,96.8128626039886,4044.3111915886334
app_timestd,209.0,90.45310290142835,12653.041093886919
ip-app-device-os-channel_timestd,124.66666666666667,79.7982565107266,4107.231032966168
ip-app_count,122.66666666666667,77.86857500821739,3256.00389014668
app-device-channel_count,85.0,77.26787590323126,4001.2263498783154
os_timemean,102.33333333333333,73.87728306987147,122686.47435707426
channel_count,176.0,73.51071935746474,76105.99495968765
device-channel_count,54.0,64.93788296141976,3360.498890858025
ip_timestd,205.66666666666666,61.650216028605115,2927.4192254691566
channel_timemean,128.33333333333334,59.12831641723205,3985.916365028719
app_timemin,41.666666666666664,51.22280229931972,5603.967592898527
app-channel_timestd,87.0,49.71146089470361,4056.136390563813
device_count,31.666666666666668,45.38639764504652,5464.840906104269
ip-channel_count,112.0,42.150212014632224,3139.8148511115373
device-os_count,67.33333333333333,41.53893820162921,2960.369332462578
same_ip-app-device-os-channel_diff,386.0,40.971358217738526,3056.1648735309877
app-os-channel_timestd,93.33333333333333,38.168703091917635,3662.5771962192157
os_count,46.333333333333336,37.90188176478194,3039.0287440957873
device-os_timemean,88.33333333333333,37.304205264950845,65616.50618672284
app-device_timestd,76.33333333333333,36.72409808049408,4097.538808470863
app-channel_timemean,96.0,35.755591136898154,3502.075023482958
device-os_timestd,91.33333333333333,35.41829445008831,2904.974827312393
app-device_timemean,66.0,34.940651867151765,5114.513258008682
app-device-os_timemean,97.0,34.86062148582488,30501.26474070331
device-channel_timestd,84.0,33.057970114642146,3141.883839546958
device-os-channel_count,57.0,32.013508870105824,2032.778891372355
app-device-os_count,90.33333333333333,29.766543745065366,2517.975242625822
ip_timemax,112.33333333333333,28.850425681283298,2058.53965285824
ip-app-device-os-channel_count,102.66666666666667,28.178974799162035,6816.992734126528
ip-app-os_count,76.0,25.736655192071833,3592.680770074823
app-os_timestd,83.33333333333333,25.166155251442053,3488.574116444968
os_timestd,83.33333333333333,24.824625072942194,5703.694029827995
device-channel_timemean,85.66666666666667,23.770540528421737,3170.3016487848195
ip-device-channel_count,74.66666666666667,23.712560305023104,3509.397451126221
device-os-channel_timemean,65.0,22.560205945361616,2338.3618914415642
device-os_timemin,20.0,22.152985080701754,4897.552860512281
device_timestd,34.333333333333336,22.107063333846472,4951.766973431855
app-device-channel_timestd,75.0,21.992514058419612,2698.1676613434997
ip-app-os-channel_count,54.0,21.72295536746975,5574.514269401694
device-os-channel_timestd,82.0,21.70831253145801,3644.850414981875
app-os_timemean,89.33333333333333,21.6994692570357,18315.14634174997
app-device-os-channel_timemean,58.333333333333336,21.338013191524286,2195.3864174576424
ip_timemin,84.33333333333333,21.328801293540998,2875.550161274077
os-channel_count,76.66666666666667,21.162610310742895,2969.6496264833063
app-channel_timemax,42.666666666666664,20.490722363296566,4676.999265583756
ip-app-device-os_count,100.66666666666667,20.431854080597276,4865.0139312244
app-os_count,90.0,20.181991313660095,3747.3157843809227
ip-device-os-channel_count,59.666666666666664,19.969927247440484,4418.743562510082
ip-app-os-channel_timestd,56.0,19.801041009109724,2825.2373432403438
timestamp,230.0,17.994434958454494,3665.95613185567
ip-app-device_count,73.33333333333333,17.714167513333468,3740.721972346724
hour,227.66666666666666,17.639254198553825,2146.7266837164784
app-os-channel_count,76.66666666666667,17.626064493205046,3554.16984163405
app-channel_timemin,65.33333333333333,17.53075028333528,4079.934585024667
app-device-channel_timemean,69.0,17.413001239546507,2959.9332716334443
app-device-os-channel_count,78.33333333333333,17.40081058852999,2496.9079908650815
app-device-os_timestd,67.33333333333333,17.306772284759752,3201.2657155023385
ip-device-os-channel_timestd,65.66666666666667,17.29301854518943,3807.9500040949897
ip-channel_timestd,104.0,16.7264922553755,2114.661319918129
os-channel_timestd,106.66666666666667,16.69768063335651,3308.8370590162854
ip-app-device-os_timestd,68.0,16.44570603636569,2963.450219576858
device-channel_timemax,22.333333333333332,16.173456677536233,2233.740435555556
ip-channel_timemax,64.33333333333333,15.663385235981849,2451.2304661448456
ip-app-channel_count,48.666666666666664,15.528033156517736,2673.0337151567855
ip-os-channel_count,44.333333333333336,15.500760193206665,3583.303266101638
channel_timemin,31.666666666666668,14.788302871578098,5397.29731268116
app-device-os-channel_timestd,72.66666666666667,14.346802602346804,3354.89762798971
ip-device-os_timemax,48.333333333333336,14.095137531558711,3330.7442086732335
app-device-channel_timemax,17.666666666666668,13.510399788742689,1745.4308226047758
ip-app-channel_timestd,62.666666666666664,13.473169265512263,2895.257609952862
ip-app-os-channel_timemean,53.333333333333336,13.386446449765856,2502.5051050433694
app_timemax,30.0,13.323458419500676,4801.667916234818
ip-app-device-os-channel_timemean,55.333333333333336,13.309786428260978,3148.5586984486586
ip-app-os_timestd,70.66666666666667,13.26887634713203,2152.636011663961
ip-app_timestd,72.0,13.11851480392157,2194.858826769608
os_timemax,25.0,12.771488855555555,9496.23208938889
ip-app-device-os-channel_timemin,35.0,12.614681630317818,2849.1256502330452
ip-device_timemax,53.333333333333336,12.487855825587337,1162.483576840781
ip-app-device_timestd,65.66666666666667,12.018846206756209,2718.85704603836
ip-app-device-channel_count,55.0,11.985608627832226,3917.734895108489
ip-app-device-os_timemean,51.0,11.954611650558718,2970.760622153226
ip-app-device-os_timemin,53.0,11.926201047728297,2968.872170146289
device_timemax,17.666666666666668,11.924368234703918,3805.2619177401793
app-os-channel_timemean,75.0,11.811617752958655,2996.823337486094
ip-device-os_timestd,108.0,11.807139463246903,3037.405039683361
ip-device-os_timemin,59.666666666666664,11.775152959893049,2559.181774782913
app-os_timemax,36.666666666666664,11.522211820857862,5948.68537245935
ip-os-channel_timemin,44.666666666666664,11.439497134204458,1878.3576217934294
ip-os-channel_timestd,65.0,11.36422096782052,3168.0060579273627
ip-app-device-channel_timemin,38.0,11.342180962283757,2252.1260119946824
ip-app-os_timemean,70.0,11.268563729510758,2402.286389275056
ip-device_timestd,96.66666666666667,11.150206232175968,2354.5600210381376
ip-app_timemin,69.33333333333333,11.007231219005037,3413.6657096754666
ip-app-os-channel_timemin,41.666666666666664,10.999249843937577,3584.4011070821666
ip-os_timestd,95.66666666666667,10.896149757773792,1907.10444784452
ip-device-os-channel_timemin,37.0,10.864904001256951,2020.9802092878151
ip-app-os_timemin,55.0,10.855477969002697,3587.7279187488766
app-device_timemin,21.0,10.848507121969698,3199.0079642045457
ip-app-device-os_timemax,54.0,10.788761386815525,2374.496647137162
ip-device_timemean,81.33333333333333,10.764141188339439,2207.4176797373716
ip-device-os_timemean,69.0,10.752337821700321,2199.366059726368
app-device-channel_timemin,28.0,10.70912755402299,2126.703512390805
ip-app-device_timemin,52.0,10.613475013316455,2363.4940446167384
ip-channel_timemin,56.666666666666664,10.535603738975968,2070.092882947552
ip-device-channel_timemean,51.333333333333336,10.517715657302917,1787.1740061336052
ip-app-os_timemax,47.333333333333336,10.47776526911977,2254.309618998918
ip-device-channel_timemax,50.666666666666664,10.47233419449069,2691.512112756582
app-device-os-channel_timemin,35.0,10.428389286674797,1974.7453785502082
ip-app-device-channel_timestd,55.333333333333336,10.403336727646497,3686.9430716848074
app-device_timemax,23.333333333333332,10.4005779017094,3648.0541586688028
device-channel_timemin,22.0,10.365776504761904,2885.5999344682537
ip-device-os-channel_timemean,52.0,10.319116298448522,1685.2964100187335
app-os-channel_timemax,35.666666666666664,10.292159975787285,3670.7498377292036
ip-app_timemean,53.333333333333336,10.271321797369835,1498.5782384728934
ip-app_timemax,41.333333333333336,10.22863746210164,1761.6405967325582
ip-device-os-channel_timemax,41.333333333333336,10.21166910344042,2409.9723476190475
ip-os_timemax,62.666666666666664,10.106755867714815,3376.10772470489
ip-device-channel_timestd,54.666666666666664,10.09478539762626,2470.9635890063128
ip-app-device-channel_timemax,40.666666666666664,10.092284756675282,2610.606626197244
ip-app-channel_timemean,49.0,10.09228425584046,2535.21518189418
ip-app-device_timemean,47.0,10.083692528138528,1589.623885163059
ip-app-channel_timemin,46.666666666666664,9.91963455827689,2114.071091560232
ip-app-channel_timemax,46.0,9.90594724045682,2980.203421691316
ip-os-channel_timemean,60.0,9.901446700896054,1645.4127074153382
ip-app-device-channel_timemean,36.333333333333336,9.837749162316362,1558.7226668786195
app-device-os-channel_timemax,30.666666666666668,9.834371364468213,3336.3246108650033
os_timemin,13.333333333333334,9.78434845475113,6437.803088135748
ip_timemean,160.33333333333334,9.752356129886323,2699.590486260462
ip-os_timemean,89.66666666666667,9.68860567000245,1997.1002480534116
app-device-os_timemin,25.333333333333332,9.681848357929566,1695.4070872815726
app-os-channel_timemin,44.666666666666664,9.666018838178296,3038.798989155361
